"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] SongNameComparatorEqual record1Value","[0] SongNameComparatorEqual record2Value","[0] SongNameComparatorEqual record1PreprocessedValue","[0] SongNameComparatorEqual record2PreprocessedValue","[0] SongNameComparatorEqual similarity","[0] SongNameComparatorEqual postproccesedSimilarity","[1] SongArtistsComparatorToken record1Value","[1] SongArtistsComparatorToken record2Value","[1] SongArtistsComparatorToken record1PreprocessedValue","[1] SongArtistsComparatorToken record2PreprocessedValue","[1] SongArtistsComparatorToken similarity","[1] SongArtistsComparatorToken postproccesedSimilarity"
"LinearCombinationMatchingRule","spotify_6288","musicbrainz_23588","0.0",,"betrayal - skit","beautiful delilah","betrayal - skit","beautiful delilah","0.0","0.0","juice wrld","the kinks","juice wrld","the kinks","0.0","0.0"
"LinearCombinationMatchingRule","spotify_13595","musicbrainz_32673","0.0",,"there goes my baby","this is war","there goes my baby","this is war","0.0","0.0","usher","the dangerous summer","usher","the dangerous summer","0.0","0.0"
"LinearCombinationMatchingRule","spotify_4791","musicbrainz_15035","0.0",,"tryin' to love me","trilogy (new stereo mix)","tryin' to love me","trilogy (new stereo mix)","0.0","0.0","jason aldean","emerson, lake & palmer","jason aldean","emerson, lake & palmer","0.0","0.0"
"LinearCombinationMatchingRule","spotify_9937","musicbrainz_4637","0.0",,"underneath the tree","unshatter me","underneath the tree","unshatter me","0.0","0.0","kelly clarkson","saliva","kelly clarkson","saliva","0.0","0.0"
"LinearCombinationMatchingRule","spotify_5422","musicbrainz_27235","0.0",,"between us (feat. snoh aalegra)","below my feet","between us (feat. snoh aalegra)","below my feet","0.0","0.0","dvsn,  snoh aalegra","mumford & sons","dvsn,  snoh aalegra","mumford & sons","0.0","0.0"
"LinearCombinationMatchingRule","spotify_18884","musicbrainz_4084","0.0",,"me interesas","memo","me interesas","memo","0.0","0.0","noel torres","nine lashes","noel torres","nine lashes","0.0","0.0"
"LinearCombinationMatchingRule","spotify_14326","musicbrainz_12355","0.0",,"sober","someone’s daughter","sober","someone’s daughter","0.0","0.0","demi lovato","the whigs","demi lovato","the whigs","0.0","0.0"
"LinearCombinationMatchingRule","spotify_7123","musicbrainz_1526","0.0",,"library magic","lizard baby","library magic","lizard baby","0.0","0.0","the head and the heart","pulled apart by horses","the head and the heart","pulled apart by horses","0.0","0.0"
"LinearCombinationMatchingRule","spotify_20002","musicbrainz_6098","0.0",,"wherever you go","where the dead ships dwell","wherever you go","where the dead ships dwell","0.0","0.0","sublime with rome","in flames","sublime with rome","in flames","0.0","0.0"
"LinearCombinationMatchingRule","spotify_9121","musicbrainz_12852","0.0",,"now that we're dead","no way out of here","now that we're dead","no way out of here","0.0","0.0","metallica","iron & wine","metallica","iron & wine","0.0","0.0"
"LinearCombinationMatchingRule","spotify_1897","musicbrainz_8475","0.0",,"this girl","that mojo","this girl","that mojo","0.0","0.0","hunter hayes","nile rodgers","hunter hayes","nile rodgers","0.0","0.0"
"LinearCombinationMatchingRule","spotify_8829","musicbrainz_28129","0.0",,"nine is god","nikkia's prom","nine is god","nikkia's prom","0.0","0.0","wavves","plain white t’s","wavves","plain white t’s","0.0","0.0"
"LinearCombinationMatchingRule","spotify_19630","musicbrainz_2359","0.0",,"the wolves","the thing about dreams","the wolves","the thing about dreams","0.0","0.0","ben howard","the airborne toxic event","ben howard","the airborne toxic event","0.0","0.0"
"LinearCombinationMatchingRule","spotify_12306","musicbrainz_17339","0.03636363636363637",,"horses (with pnb rock, kodak black & a boogie wit da hoodie)","howlin' for you","horses (with pnb rock, kodak black & a boogie wit da hoodie)","howlin' for you","0.0","0.0","pnb rock,  kodak black,  a boogie wit da hoodie","the black keys","pnb rock,  kodak black,  a boogie wit da hoodie","the black keys","0.09090909090909091","0.09090909090909091"
"LinearCombinationMatchingRule","spotify_18631","musicbrainz_32052","0.0",,"we can make the world stop","we are the fire","we can make the world stop","we are the fire","0.0","0.0","the glitch mob","lawson","the glitch mob","lawson","0.0","0.0"
"LinearCombinationMatchingRule","spotify_4973","musicbrainz_31160","0.0",,"the sound of silence","the frozen tears of angels","the sound of silence","the frozen tears of angels","0.0","0.0","anna kendrick","rhapsody of fire","anna kendrick","rhapsody of fire","0.0","0.0"
"LinearCombinationMatchingRule","spotify_13118","musicbrainz_22085","0.0",,"soldier, poet, king","son of man","soldier, poet, king","son of man","0.0","0.0","the oh hellos","ulver","the oh hellos","ulver","0.0","0.0"
"LinearCombinationMatchingRule","spotify_13500","musicbrainz_21806","0.0",,"maze","mad flava (autograf tribute mix)","maze","mad flava (autograf tribute mix)","0.0","0.0","juice wrld","fatboy slim","juice wrld","fatboy slim","0.0","0.0"
"LinearCombinationMatchingRule","spotify_19820","musicbrainz_26607","0.0",,"blank","blood and iron (live)","blank","blood and iron (live)","0.0","0.0","disfigure","overkill","disfigure","overkill","0.0","0.0"
"LinearCombinationMatchingRule","spotify_17952","musicbrainz_14838","0.0",,"help me lose my mind","here until forever","help me lose my mind","here until forever","0.0","0.0","disclosure,  london grammar","in flames","disclosure,  london grammar","in flames","0.0","0.0"
"LinearCombinationMatchingRule","spotify_15147","musicbrainz_6512","0.0",,"lie","light a roman candle with me","lie","light a roman candle with me","0.0","0.0","bts","fun.","bts","fun.","0.0","0.0"
"LinearCombinationMatchingRule","spotify_17973","musicbrainz_6519","0.0",,"blue suede","bloody mary (nerve endings)","blue suede","bloody mary (nerve endings)","0.0","0.0","vince staples","silversun pickups","vince staples","silversun pickups","0.0","0.0"
"LinearCombinationMatchingRule","spotify_2189","musicbrainz_3496","0.0",,"no mañana","no way down","no mañana","no way down","0.0","0.0","black eyed peas,  el alfa","the shins","black eyed peas,  el alfa","the shins","0.0","0.0"
"LinearCombinationMatchingRule","spotify_6748","musicbrainz_20843","0.0",,"the dismemberment song","the house of gold & bones","the dismemberment song","the house of gold & bones","0.0","0.0","blue kid","stone sour","blue kid","stone sour","0.0","0.0"
"LinearCombinationMatchingRule","spotify_13478","musicbrainz_30413","0.0",,"happiest year","hands and faces (bobby alt remix)","happiest year","hands and faces (bobby alt remix)","0.0","0.0","jaymes young","the used","jaymes young","the used","0.0","0.0"
"LinearCombinationMatchingRule","spotify_17578","musicbrainz_8038","0.0",,"when i'm with you","whats going on (rough mix)","when i'm with you","whats going on (rough mix)","0.0","0.0","best coast","jesus jones","best coast","jesus jones","0.0","0.0"
"LinearCombinationMatchingRule","spotify_17278","musicbrainz_16148","0.0",,"when i get there","white babies","when i get there","white babies","0.0","0.0","big wild","liz phair","big wild","liz phair","0.0","0.0"
"LinearCombinationMatchingRule","spotify_10813","musicbrainz_21601","0.0",,"i'm on one","i'll get lucky","i'm on one","i'll get lucky","0.0","0.0","dj khaled,  drake,  rick ross,  lil wayne","the plimsouls","dj khaled,  drake,  rick ross,  lil wayne","the plimsouls","0.0","0.0"
"LinearCombinationMatchingRule","spotify_7374","musicbrainz_23153","0.0",,"mannequin challenge (feat. juice wrld)","march, the mad scientist (5.1 mix)","mannequin challenge (feat. juice wrld)","march, the mad scientist (5.1 mix)","0.0","0.0","young thug,  juice wrld","jethro tull","young thug,  juice wrld","jethro tull","0.0","0.0"
"LinearCombinationMatchingRule","spotify_2573","musicbrainz_32742","0.0",,"still sane","step one","still sane","step one","0.0","0.0","lorde","jimmy eat world","lorde","jimmy eat world","0.0","0.0"
"LinearCombinationMatchingRule","spotify_16262","musicbrainz_26239","0.0",,"white noise - 200 hz","when you see my friends (acoustic version)","white noise - 200 hz","when you see my friends (acoustic version)","0.0","0.0","granular","mayday parade","granular","mayday parade","0.0","0.0"
"LinearCombinationMatchingRule","spotify_7656","musicbrainz_24442","0.0",,"the shrine / an argument","the city","the shrine / an argument","the city","0.0","0.0","fleet foxes","the 1975","fleet foxes","the 1975","0.0","0.0"
"LinearCombinationMatchingRule","spotify_20183","musicbrainz_12526","0.0",,"the day","the ballad of you & me & pooneil","the day","the ballad of you & me & pooneil","0.0","0.0","pornograffitti","jefferson airplane","pornograffitti","jefferson airplane","0.0","0.0"
"LinearCombinationMatchingRule","spotify_18364","musicbrainz_22807","0.0",,"the next right thing","the corners are glowing","the next right thing","the corners are glowing","0.0","0.0","kristen bell","guided by voices","kristen bell","guided by voices","0.0","0.0"
"LinearCombinationMatchingRule","spotify_7910","musicbrainz_10817","0.0",,"the storm","that's all (2010 studio demo)","the storm","that's all (2010 studio demo)","0.0","0.0","sturgill simpson","sunrise avenue","sturgill simpson","sunrise avenue","0.0","0.0"
"LinearCombinationMatchingRule","spotify_20183","musicbrainz_12524","0.0",,"the day","thunk","the day","thunk","0.0","0.0","pornograffitti","jefferson airplane","pornograffitti","jefferson airplane","0.0","0.0"
"LinearCombinationMatchingRule","spotify_3945","musicbrainz_13846","0.0",,"tony montana","tongue tied","tony montana","tongue tied","0.0","0.0","agust d,  yankie","grouplove","agust d,  yankie","grouplove","0.0","0.0"
"LinearCombinationMatchingRule","spotify_3202","musicbrainz_17920","0.0",,"gorgeous vs. all together (feat. bipolar sunshine & oekiin)","good from far (clint's home demo)","gorgeous vs. all together (feat. bipolar sunshine & oekiin)","good from far (clint's home demo)","0.0","0.0","illenium,  blanke,  bipolar sunshine,  oekiin","pop will eat itself","illenium,  blanke,  bipolar sunshine,  oekiin","pop will eat itself","0.0","0.0"
"LinearCombinationMatchingRule","spotify_10642","musicbrainz_13884","0.0",,"jesus christ 2005 god bless america","je pense toujours a toi","jesus christ 2005 god bless america","je pense toujours a toi","0.0","0.0","the 1975","grouplove","the 1975","grouplove","0.0","0.0"
"LinearCombinationMatchingRule","spotify_6033","musicbrainz_27908","0.0",,"home","holly up on poppy (demo)","home","holly up on poppy (demo)","0.0","0.0","chris tomlin","xtc","chris tomlin","xtc","0.0","0.0"
"LinearCombinationMatchingRule","spotify_5435","musicbrainz_25160","0.0",,"the last sad song","the girl with no name (stereo)","the last sad song","the girl with no name (stereo)","0.0","0.0","rod wave","the byrds","rod wave","the byrds","0.0","0.0"
"LinearCombinationMatchingRule","spotify_5558","musicbrainz_25013","0.0",,"the chair","things we lost in the fire","the chair","things we lost in the fire","0.0","0.0","george strait","bastille","george strait","bastille","0.0","0.0"
"LinearCombinationMatchingRule","spotify_12734","musicbrainz_17022","0.0",,"take it outside","take a pebble (live)","take it outside","take a pebble (live)","0.0","0.0","brantley gilbert","emerson, lake & palmer","brantley gilbert","emerson, lake & palmer","0.0","0.0"
"LinearCombinationMatchingRule","spotify_2655","musicbrainz_16512","0.0",,"the lines","this is the one thing we did not want to have happen","the lines","this is the one thing we did not want to have happen","0.0","0.0","beartooth","the brian jonestown massacre","beartooth","the brian jonestown massacre","0.0","0.0"
"LinearCombinationMatchingRule","spotify_19384","musicbrainz_18622","0.0",,"cringe","cross my heart","cringe","cross my heart","0.0","0.0","matt maeson","dinosaur pile-up","matt maeson","dinosaur pile-up","0.0","0.0"
"LinearCombinationMatchingRule","spotify_15713","musicbrainz_2090","0.0",,"rooftops (feat. curren$y)","rode my bike to my stepsister's wedding","rooftops (feat. curren$y)","rode my bike to my stepsister's wedding","0.0","0.0","wiz khalifa,  curren$y","grandaddy","wiz khalifa,  curren$y","grandaddy","0.0","0.0"
"LinearCombinationMatchingRule","spotify_6315","musicbrainz_19453","0.0",,"the gift","the room i am in","the gift","the room i am in","0.0","0.0","gavin luke","public image ltd","gavin luke","public image ltd","0.0","0.0"
"LinearCombinationMatchingRule","spotify_711","musicbrainz_3475","0.0",,"here comes the sun","hell, or high water","here comes the sun","hell, or high water","0.0","0.0","neneh yacobi","woe, is me","neneh yacobi","woe, is me","0.0","0.0"
"LinearCombinationMatchingRule","spotify_10313","musicbrainz_25480","0.0",,"this old dog","the art of war","this old dog","the art of war","0.0","0.0","mac demarco","anberlin","mac demarco","anberlin","0.0","0.0"
"LinearCombinationMatchingRule","spotify_18545","musicbrainz_9396","0.0",,"the big bang","the walking zombie music","the big bang","the walking zombie music","0.0","0.0","rock mafia","frank zappa","rock mafia","frank zappa","0.0","0.0"
"LinearCombinationMatchingRule","spotify_1578","musicbrainz_30402","0.0",,"fare thee well (dink's song)","fail","fare thee well (dink's song)","fail","0.0","0.0","oscar isaac,  marcus mumford","takida","oscar isaac,  marcus mumford","takida","0.0","0.0"
"LinearCombinationMatchingRule","spotify_17887","musicbrainz_32554","0.0",,"this is what it feels like","third world war","this is what it feels like","third world war","0.0","0.0","armin van buuren,  trevor guthrie","royal blood","armin van buuren,  trevor guthrie","royal blood","0.0","0.0"
"LinearCombinationMatchingRule","spotify_20402","musicbrainz_3804","0.0",,"thinking 'bout you (feat. lauren alaina)","the cass corridor","thinking 'bout you (feat. lauren alaina)","the cass corridor","0.0","0.0","dustin lynch,  lauren alaina","the tea party","dustin lynch,  lauren alaina","the tea party","0.0","0.0"
"LinearCombinationMatchingRule","spotify_7541","musicbrainz_13251","0.0",,"falling (summer walker remix)","falling further","falling (summer walker remix)","falling further","0.0","0.0","trevor daniel,  summer walker","fates warning","trevor daniel,  summer walker","fates warning","0.0","0.0"
"LinearCombinationMatchingRule","spotify_10736","musicbrainz_32748","0.0",,"love like crazy","lose it (2015 remastered version)","love like crazy","lose it (2015 remastered version)","0.0","0.0","lee brice","supergrass","lee brice","supergrass","0.0","0.0"
"LinearCombinationMatchingRule","spotify_5362","musicbrainz_23126","0.0",,"babies & fools (feat. conway the machine)","back-door angels (1974 quad mix)","babies & fools (feat. conway the machine)","back-door angels (1974 quad mix)","0.0","0.0","freddie gibbs,  the alchemist,  conway the machine","jethro tull","freddie gibbs,  the alchemist,  conway the machine","jethro tull","0.0","0.0"
"LinearCombinationMatchingRule","spotify_12634","musicbrainz_15560","0.0",,"save your tears","salomé (zooromancer remix)","save your tears","salomé (zooromancer remix)","0.0","0.0","the weeknd","u2","the weeknd","u2","0.0","0.0"
"LinearCombinationMatchingRule","spotify_12249","musicbrainz_29204","0.0",,"this girl (kungs vs. cookin' on 3 burners)","this year's girl","this girl (kungs vs. cookin' on 3 burners)","this year's girl","0.0","0.0","kungs,  ""cookin on 3 burners""","elvis costello","kungs,  ""cookin on 3 burners""","elvis costello","0.0","0.0"
"LinearCombinationMatchingRule","spotify_14639","musicbrainz_9331","0.0",,"cold hearted","complicated game","cold hearted","complicated game","0.0","0.0","zac brown band","xtc","zac brown band","xtc","0.0","0.0"
"LinearCombinationMatchingRule","spotify_9847","musicbrainz_9007","0.0",,"pass a beer","pachinko","pass a beer","pachinko","0.0","0.0","jake owen","working for a nuclear free city","jake owen","working for a nuclear free city","0.0","0.0"
"LinearCombinationMatchingRule","spotify_168","musicbrainz_29750","0.0",,"contrabando y traición","cold night (acoustic)","contrabando y traición","cold night (acoustic)","0.0","0.0","los tigres del norte","you me at six","los tigres del norte","you me at six","0.0","0.0"
"LinearCombinationMatchingRule","spotify_3932","musicbrainz_290","0.0",,"middle ground (live)","minstrel in the gallery (palais des sports, paris, 5th july 1975)","middle ground (live)","minstrel in the gallery (palais des sports, paris, 5th july 1975)","0.0","0.0","tyler childers","jethro tull","tyler childers","jethro tull","0.0","0.0"
"LinearCombinationMatchingRule","spotify_8405","musicbrainz_10053","0.0",,"the time is now","the joplin spider","the time is now","the joplin spider","0.0","0.0","atreyu","gorillaz","atreyu","gorillaz","0.0","0.0"
"LinearCombinationMatchingRule","spotify_8642","musicbrainz_30108","0.0",,"what about now","where the fun is","what about now","where the fun is","0.0","0.0","lonestar","bad religion","lonestar","bad religion","0.0","0.0"
"LinearCombinationMatchingRule","spotify_4780","musicbrainz_7954","0.0",,"the pressure","the depths","the pressure","the depths","0.0","0.0","jhené aiko","of mice & men","jhené aiko","of mice & men","0.0","0.0"
"LinearCombinationMatchingRule","spotify_17996","musicbrainz_8666","0.0",,"big bad wolf","big dipper","big bad wolf","big dipper","0.0","0.0","in this moment","jethro tull","in this moment","jethro tull","0.0","0.0"
"LinearCombinationMatchingRule","spotify_15900","musicbrainz_20200","0.0",,"this will be the day (feat. casey lee williams)","the secret of drowning","this will be the day (feat. casey lee williams)","the secret of drowning","0.0","0.0","jeff williams,  casey lee williams","carina round","jeff williams,  casey lee williams","carina round","0.0","0.0"
"LinearCombinationMatchingRule","spotify_16347","musicbrainz_20403","0.0",,"woman like me (feat. nicki minaj)","wonderful wino","woman like me (feat. nicki minaj)","wonderful wino","0.0","0.0","little mix,  nicki minaj","frank zappa","little mix,  nicki minaj","frank zappa","0.0","0.0"
"LinearCombinationMatchingRule","spotify_17964","musicbrainz_24926","0.0",,"driving ms daisy","dream of you and i","driving ms daisy","dream of you and i","0.0","0.0","logic,  childish gambino","jeff buckley","logic,  childish gambino","jeff buckley","0.0","0.0"
"LinearCombinationMatchingRule","spotify_1077","musicbrainz_8876","0.0",,"i choose - from the netflix original film the willoughbys","i can only stare","i choose - from the netflix original film the willoughbys","i can only stare","0.0","0.0","alessia cara","sleigh bells","alessia cara","sleigh bells","0.0","0.0"
"LinearCombinationMatchingRule","spotify_4831","musicbrainz_10058","0.0",,"the last goodbye","the making of plastic beach documentary","the last goodbye","the making of plastic beach documentary","0.0","0.0","billy boyd","gorillaz","billy boyd","gorillaz","0.0","0.0"
"LinearCombinationMatchingRule","spotify_11388","musicbrainz_2372","0.0",,"this is america","the fall of rome","this is america","the fall of rome","0.0","0.0","childish gambino","the airborne toxic event","childish gambino","the airborne toxic event","0.0","0.0"
"LinearCombinationMatchingRule","spotify_3328","musicbrainz_14195","0.0",,"move this (shake that body)","morning comes","move this (shake that body)","morning comes","0.0","0.0","technotronic","the feelies","technotronic","the feelies","0.0","0.0"
"LinearCombinationMatchingRule","spotify_7695","musicbrainz_9031","0.0",,"livin' on a high wire","lindow 95","livin' on a high wire","lindow 95","0.0","0.0","adam hicks,  bridgit mendler,  naomi scott","working for a nuclear free city","adam hicks,  bridgit mendler,  naomi scott","working for a nuclear free city","0.0","0.0"
"LinearCombinationMatchingRule","spotify_16311","musicbrainz_630","0.0",,"all on me","a lover's concerto (alternate version)","all on me","a lover's concerto (alternate version)","0.0","0.0","devin dawson","the supremes","devin dawson","the supremes","0.0","0.0"
"LinearCombinationMatchingRule","spotify_882","musicbrainz_29165","0.0",,"that’s how you feel","the eagle has landed (saxon over sweden 2011)","that’s how you feel","the eagle has landed (saxon over sweden 2011)","0.0","0.0","drake","saxon","drake","saxon","0.0","0.0"
"LinearCombinationMatchingRule","spotify_11155","musicbrainz_19929","0.0",,"what do you mean?","when the cows come home","what do you mean?","when the cows come home","0.0","0.0","justin bieber","blur","justin bieber","blur","0.0","0.0"
"LinearCombinationMatchingRule","spotify_11257","musicbrainz_4824","0.0",,"this is what you came for (feat. rihanna)","the price","this is what you came for (feat. rihanna)","the price","0.0","0.0","calvin harris,  rihanna","destruction","calvin harris,  rihanna","destruction","0.0","0.0"
"LinearCombinationMatchingRule","spotify_6048","musicbrainz_27883","0.0",,"animal spirits","anything you want","animal spirits","anything you want","0.0","0.0","vulfpeck","the bawdies","vulfpeck","the bawdies","0.0","0.0"
"LinearCombinationMatchingRule","spotify_86","musicbrainz_24353","0.0",,"these days (feat. 77 jefferson)","the water beneath you","these days (feat. 77 jefferson)","the water beneath you","0.0","0.0","josh heinrichs","the naked and famous","josh heinrichs","the naked and famous","0.0","0.0"
"LinearCombinationMatchingRule","spotify_18681","musicbrainz_16273","0.0",,"before the devil knows we're dead","beyond the wheel (live at the paramount theatre, seattle / 1992)","before the devil knows we're dead","beyond the wheel (live at the paramount theatre, seattle / 1992)","0.0","0.0","turnpike troubadours","soundgarden","turnpike troubadours","soundgarden","0.0","0.0"
"LinearCombinationMatchingRule","spotify_9562","musicbrainz_19032","0.0",,"inside out","intor / flowers","inside out","intor / flowers","0.0","0.0","five finger death punch","grimes","five finger death punch","grimes","0.0","0.0"
"LinearCombinationMatchingRule","spotify_635","musicbrainz_28199","0.0",,"moonlight in atlanta","modern mind","moonlight in atlanta","modern mind","0.0","0.0","russ","hot hot heat","russ","hot hot heat","0.0","0.0"
"LinearCombinationMatchingRule","spotify_10417","musicbrainz_6514","0.0",,"babydoll","barlights","babydoll","barlights","0.0","0.0","dominic fike","fun.","dominic fike","fun.","0.0","0.0"
"LinearCombinationMatchingRule","spotify_8622","musicbrainz_4039","0.0",,"through the dark","the most cursed of hands / who am i","through the dark","the most cursed of hands / who am i","0.0","0.0","alexi murdoch","the dear hunter","alexi murdoch","the dear hunter","0.0","0.0"
"LinearCombinationMatchingRule","spotify_5112","musicbrainz_17308","0.0",,"there will be time","the absolute","there will be time","the absolute","0.0","0.0","baaba maal,  mumford & sons","dark tranquillity","baaba maal,  mumford & sons","dark tranquillity","0.0","0.0"
"LinearCombinationMatchingRule","spotify_13935","musicbrainz_2751","0.0",,"best mistake","behind blue eyes (griz remix)","best mistake","behind blue eyes (griz remix)","0.0","0.0","ariana grande,  big sean","the who","ariana grande,  big sean","the who","0.0","0.0"
"LinearCombinationMatchingRule","spotify_19022","musicbrainz_26923","0.0",,"love drought","loyalty","love drought","loyalty","0.0","0.0","beyoncé","killswitch engage","beyoncé","killswitch engage","0.0","0.0"
"LinearCombinationMatchingRule","spotify_9004","musicbrainz_9892","0.0",,"when i get older","what you wanted","when i get older","what you wanted","0.0","0.0","wild party","nine black alps","wild party","nine black alps","0.0","0.0"
"LinearCombinationMatchingRule","spotify_7931","musicbrainz_4845","0.0",,"what the heck i gotta do","where i’ll end up","what the heck i gotta do","where i’ll end up","0.0","0.0","lin-manuel miranda,  lindsay mendez,  anthony ramos,  alex boniello,  gerard canonico,  antwaun holley,  original radio cast","dredg","lin-manuel miranda,  lindsay mendez,  anthony ramos,  alex boniello,  gerard canonico,  antwaun holley,  original radio cast","dredg","0.0","0.0"
"LinearCombinationMatchingRule","spotify_1624","musicbrainz_1062","0.0",,"coming down","country 2 (demo)","coming down","country 2 (demo)","0.0","0.0","halsey","camper van beethoven","halsey","camper van beethoven","0.0","0.0"
"LinearCombinationMatchingRule","spotify_5094","musicbrainz_13451","0.0",,"thirteen silver dollars","this is not a party","thirteen silver dollars","this is not a party","0.0","0.0","colter wall","the wombats","colter wall","the wombats","0.0","0.0"
"LinearCombinationMatchingRule","spotify_16083","musicbrainz_30170","0.0",,"remember me","reach down (demo)","remember me","reach down (demo)","0.0","0.0","jeremih","temple of the dog","jeremih","temple of the dog","0.0","0.0"
"LinearCombinationMatchingRule","spotify_19481","musicbrainz_9947","0.0",,"the last time","the angel of the forever sleep","the last time","the angel of the forever sleep","0.0","0.0","all that remains","marcy playground","all that remains","marcy playground","0.0","0.0"
"LinearCombinationMatchingRule","spotify_16239","musicbrainz_5364","0.0",,"think about me","the way out is through","think about me","the way out is through","0.0","0.0","dvsn","nine inch nails","dvsn","nine inch nails","0.0","0.0"
"LinearCombinationMatchingRule","spotify_9770","musicbrainz_13619","0.0",,"the hellcat spangled shalalala","the fog and filthy air","the hellcat spangled shalalala","the fog and filthy air","0.0","0.0","arctic monkeys","sleater‐kinney","arctic monkeys","sleater‐kinney","0.0","0.0"
"LinearCombinationMatchingRule","spotify_20049","musicbrainz_10673","0.0",,"birthday bitch","birth ritual (demo version)","birthday bitch","birth ritual (demo version)","0.0","0.0","trap beckham","soundgarden","trap beckham","soundgarden","0.0","0.0"
"LinearCombinationMatchingRule","spotify_4172","musicbrainz_255","0.0",,"intermezzo","inside","intermezzo","inside","0.0","0.0","levi stills","jethro tull","levi stills","jethro tull","0.0","0.0"
"LinearCombinationMatchingRule","spotify_8376","musicbrainz_22745","0.0",,"call your mama (feat. little big town)","cad fulgi / sos","call your mama (feat. little big town)","cad fulgi / sos","0.0","0.0","seth ennis,  little big town","alternosfera","seth ennis,  little big town","alternosfera","0.0","0.0"
"LinearCombinationMatchingRule","spotify_19303","musicbrainz_69","0.0",,"hammer","harbour lights","hammer","harbour lights","0.0","0.0","nothing, nowhere.","a silent film","nothing, nowhere.","a silent film","0.0","0.0"
"LinearCombinationMatchingRule","spotify_19338","musicbrainz_30991","0.0",,"get stüpid","get up, get out","get stüpid","get up, get out","0.0","0.0","bülow","escape the fate","bülow","escape the fate","0.0","0.0"
"LinearCombinationMatchingRule","spotify_11058","musicbrainz_18180","0.0",,"leave the night on","let me go (radio edit)","leave the night on","let me go (radio edit)","0.0","0.0","sam hunt","avril lavigne","sam hunt","avril lavigne","0.0","0.0"
"LinearCombinationMatchingRule","spotify_803","musicbrainz_19097","0.0",,"successful","suppose","successful","suppose","0.0","0.0","ariana grande","secondhand serenade","ariana grande","secondhand serenade","0.0","0.0"
"LinearCombinationMatchingRule","spotify_3231","musicbrainz_18184","0.0",,"hey girl","here's to never growing up","hey girl","here's to never growing up","0.0","0.0","boy pablo","avril lavigne","boy pablo","avril lavigne","0.0","0.0"
"LinearCombinationMatchingRule","spotify_15848","musicbrainz_3869","0.0",,"why don't we go there","who are you now","why don't we go there","who are you now","0.0","0.0","one direction","sleeping with sirens","one direction","sleeping with sirens","0.0","0.0"
"LinearCombinationMatchingRule","spotify_4143","musicbrainz_6411","0.0",,"lonewolf","lorelai","lonewolf","lorelai","0.0","0.0","convolk","fleet foxes","convolk","fleet foxes","0.0","0.0"
"LinearCombinationMatchingRule","spotify_6152","musicbrainz_17391","0.0",,"star","stick to your guns","star","stick to your guns","0.0","0.0","brockhampton","sick puppies","brockhampton","sick puppies","0.0","0.0"
"LinearCombinationMatchingRule","spotify_5158","musicbrainz_28127","0.0",,"till i found you","time to move on","till i found you","time to move on","0.0","0.0","phil wickham","plain white t’s","phil wickham","plain white t’s","0.0","0.0"
"LinearCombinationMatchingRule","spotify_6072","musicbrainz_29671","0.0",,"nobody love","novocaine (itunes bonus track)","nobody love","novocaine (itunes bonus track)","0.0","0.0","tori kelly","lo-pro","tori kelly","lo-pro","0.0","0.0"
"LinearCombinationMatchingRule","spotify_13841","musicbrainz_33689","0.0",,"no worries","no‐go showboat","no worries","no‐go showboat","0.0","0.0","lil wayne,  detail","the beach boys","lil wayne,  detail","the beach boys","0.0","0.0"
"LinearCombinationMatchingRule","spotify_20396","musicbrainz_32446","0.0",,"didn't i","digital meltdown","didn't i","digital meltdown","0.0","0.0","onerepublic","pop will eat itself","onerepublic","pop will eat itself","0.0","0.0"
"LinearCombinationMatchingRule","spotify_6126","musicbrainz_18571","0.0",,"not in a hurry","not that bad","not in a hurry","not that bad","0.0","0.0","will reagan,  united pursuit","matt & kim","will reagan,  united pursuit","matt & kim","0.0","0.0"
"LinearCombinationMatchingRule","spotify_16905","musicbrainz_28620","0.0",,"battleships","barricades of heaven","battleships","barricades of heaven","0.0","0.0","daughtry","charlie simpson","daughtry","charlie simpson","0.0","0.0"
"LinearCombinationMatchingRule","spotify_14886","musicbrainz_32032","0.0",,"you're not good enough","you didn't tell me","you're not good enough","you didn't tell me","0.0","0.0","blood orange","lawson","blood orange","lawson","0.0","0.0"
"LinearCombinationMatchingRule","spotify_12479","musicbrainz_10606","0.0",,"cover me up","coconut trees","cover me up","coconut trees","0.0","0.0","morgan wallen","starflyer 59","morgan wallen","starflyer 59","0.0","0.0"
"LinearCombinationMatchingRule","spotify_20163","musicbrainz_30962","0.0",,"dark rain sound","day of wreckoning","dark rain sound","day of wreckoning","0.0","0.0","sample rain library","escape the fate","sample rain library","escape the fate","0.0","0.0"
"LinearCombinationMatchingRule","spotify_10565","musicbrainz_21091","0.0",,"from down bad","freedom","from down bad","freedom","0.0","0.0","lil yachty","flow","lil yachty","flow","0.0","0.0"
"LinearCombinationMatchingRule","spotify_5714","musicbrainz_10372","0.0",,"not with haste","not my funeral","not with haste","not my funeral","0.0","0.0","mumford & sons","children of bodom","mumford & sons","children of bodom","0.0","0.0"
"LinearCombinationMatchingRule","spotify_7443","musicbrainz_33743","0.0",,"icy (feat. gucci mane)","i can hear the grass grow","icy (feat. gucci mane)","i can hear the grass grow","0.0","0.0","logic,  gucci mane","you am i","logic,  gucci mane","you am i","0.0","0.0"
