"AttributeName","Consistency","ValueIDS","Values","FusedValue","IsCorrect","CorrectValue"
"Duration","1.0","Duration-{spotify_11080}","{319467.0}","319467.0",,
"Artist","1.0","Artist-{musicbrainz_30493|spotify_5498}","{[Marianas Trench]|[Marianas Trench]}","[Marianas Trench]",,
"Genre","1.0","Genre-{dbpedia_5974}","{Indie rock,New wave,Power pop,Indietronica}","Indie rock,New wave,Power pop,Indietronica",,
"Name","0.0","Name-{spotify_567|dbpedia_7235}","{Hasta la Raíz|Hasta la Raíz (song)}","Hasta la Raíz",,
"Genre","1.0","Genre-{dbpedia_7270}","{Pop rock}","Pop rock",,
"Duration","0.5","Duration-{spotify_15038|musicbrainz_27302}","{293640.0|293000.0}","293320.0",,
"Year","0.0","Year-{dbpedia_4955|spotify_10686}","{2011-01-01T00:00|2010-01-01T00:00}","2011-01-01T00:00",,
"Genre","1.0","Genre-{dbpedia_6074}","{Pop music,Traditional folk music}","Pop music,Traditional folk music",,
"Genre","1.0","Genre-{dbpedia_2117}","{Pop music}","Pop music",,
"Producer","0.0","Producer-{dbpedia_3753|dbpedia_2353}","{M. Shadows|Jeff Bhasker,Andrew Dost,Jack Antonoff,Nathaniel Joseph Ruess,Nate Ruess}","Jeff Bhasker,Andrew Dost,Jack Antonoff,Nathaniel Joseph Ruess,Nate Ruess",,
"Album","1.0","Album-{dbpedia_701}","{Unorthodox Jukebox}","Unorthodox Jukebox",,
"Genre","1.0","Genre-{musicbrainz_756}","{alternative rock}","alternative rock",,
"Year","0.0","Year-{spotify_10741|dbpedia_623}","{2011-01-01T00:00|2012-01-01T00:00}","2011-01-01T00:00",,
"Producer","1.0","Producer-{dbpedia_911}","{Alex da Kid,Ben McKee,Dan Reynolds,Daniel Platzman}","Alex da Kid,Ben McKee,Dan Reynolds,Daniel Platzman",,
"Album","1.0","Album-{dbpedia_6165}","{If We're Honest}","If We're Honest",,
"Year","1.0","Year-{spotify_16631|musicbrainz_33632}","{2010-01-01T00:00|2010-01-01T00:00}","2010-01-01T00:00",,
"Album","1.0","Album-{dbpedia_11469|musicbrainz_24450}","{The 1975|The 1975}","The 1975",,
"Writer","1.0","Writer-{dbpedia_2665}","{Flying Lotus}","Flying Lotus",,
"Duration","0.5","Duration-{spotify_4537|musicbrainz_6407}","{169000.0|169000.0}","169000.0",,
"Duration","0.5","Duration-{musicbrainz_9249|spotify_10927}","{191000.0|190185.0}","190592.5",,
"Producer","1.0","Producer-{dbpedia_1259}","{Boi-1da,Chris Brown}","Boi-1da,Chris Brown",,
"Writer","1.0","Writer-{dbpedia_524}","{Eric Valentine}","Eric Valentine",,
"Writer","1.0","Writer-{dbpedia_1466}","{Lil Jon}","Lil Jon",,
"Artist","1.0","Artist-{spotify_10815|dbpedia_4075}","{[The Black Keys]|[The Black Keys]}","[The Black Keys]",,
"Duration","1.0","Duration-{spotify_10720}","{284960.0}","284960.0",,
"Name","0.3333333333333333","Name-{spotify_2|dbpedia_2271|musicbrainz_33823}","{It Never Ends|It Never Ends|It Never Ends}","It Never Ends",,
"Name","0.6666666666666666","Name-{dbpedia_6809|musicbrainz_6596|spotify_15113}","{The Devil's Bleeding Crown|The Devil’s Bleeding Crown|The Devil's Bleeding Crown}","The Devil's Bleeding Crown",,
"Duration","1.0","Duration-{spotify_10986}","{209693.0}","209693.0",,
"Year","0.6666666666666666","Year-{spotify_9652|musicbrainz_28302|musicbrainz_28281}","{2010-01-01T00:00|2010-01-01T00:00|2010-01-01T00:00}","2010-01-01T00:00",,
"Album","1.0","Album-{dbpedia_5806}","{Nostalgia, Ultra}","Nostalgia, Ultra",,
"Writer","1.0","Writer-{dbpedia_5162}","{Steve Mac}","Steve Mac",,
"RecordLabel","1.0","RecordLabel-{dbpedia_421}","{Epic Records,Portrait Records}","Epic Records,Portrait Records",,
"Duration","1.0","Duration-{spotify_15880}","{222613.0}","222613.0",,
"Name","0.0","Name-{musicbrainz_18372|dbpedia_8900}","{Wild at Heart|Wild at Heart (Birds of Tokyo song)}","Wild at Heart",,
"Artist","0.5","Artist-{spotify_12878|dbpedia_6414}","{[Bruno Mars]|[Bruno Mars]}","[Bruno Mars]",,
"Year","1.0","Year-{musicbrainz_31960|spotify_16855|dbpedia_4896}","{2013-01-01T00:00|2013-01-01T00:00|2013-01-01T00:00}","2013-01-01T00:00",,
"Duration","0.5","Duration-{musicbrainz_12216|spotify_12168}","{297000.0|297760.0}","297380.0",,
"Producer","1.0","Producer-{dbpedia_1258}","{Hailee Steinfeld,Julia Michaels,Justin Tranter}","Hailee Steinfeld,Julia Michaels,Justin Tranter",,
"Writer","1.0","Writer-{dbpedia_523}","{DJ Khalil}","DJ Khalil",,
"Year","1.0","Year-{spotify_5970|dbpedia_7481}","{2015-01-01T00:00|2015-01-01T00:00}","2015-01-01T00:00",,
"Year","1.0","Year-{spotify_12713|musicbrainz_33625}","{2010-01-01T00:00|2010-01-01T00:00}","2010-01-01T00:00",,
"Year","1.0","Year-{dbpedia_4517|spotify_19863}","{2014-01-01T00:00|2014-01-01T00:00}","2014-01-01T00:00",,
"Year","1.0","Year-{dbpedia_9466|spotify_9772}","{2011-01-01T00:00|2011-01-01T00:00}","2011-01-01T00:00",,
"RecordLabel","1.0","RecordLabel-{dbpedia_687}","{J Records,Polo Grounds Music}","J Records,Polo Grounds Music",,
"Duration","1.0","Duration-{spotify_14682}","{229573.0}","229573.0",,
"Duration","1.0","Duration-{spotify_10721}","{216933.0}","216933.0",,
"Album","1.0","Album-{dbpedia_5807}","{Blue Slide Park}","Blue Slide Park",,
"Year","1.0","Year-{dbpedia_11498|spotify_15097}","{2015-01-01T00:00|2015-01-01T00:00}","2015-01-01T00:00",,
"RecordLabel","1.0","RecordLabel-{dbpedia_4547}","{Universal Music Group, Inc.}","Universal Music Group, Inc.",,
"Artist","1.0","Artist-{dbpedia_4244|spotify_12808}","{[Luke Bryan]|[Luke Bryan]}","[Luke Bryan]",,
"Genre","0.0","Genre-{musicbrainz_1548|dbpedia_7030}","{power metal|Heavy metal,Power metal}","Heavy metal,Power metal",,
"Artist","0.5","Artist-{spotify_14592|musicbrainz_18154}","{[Broken Bells]|[Broken Bells]}","[Broken Bells]",,
"Artist","0.0","Artist-{spotify_17119|dbpedia_11321}","{[Enrique Iglesias, Wisin]|[Enrique Iglesias]}","[Enrique Iglesias, Wisin]",,
"Artist","1.0","Artist-{dbpedia_6614|spotify_10343}","{[Kenny Chesney]|[Kenny Chesney]}","[Kenny Chesney]",,
"Artist","1.0","Artist-{spotify_5960|musicbrainz_26085}","{[All Time Low]|[All Time Low]}","[All Time Low]",,
"Album","1.0","Album-{musicbrainz_12661}","{The Reckoning}","The Reckoning",,
"Year","0.0","Year-{dbpedia_6531|spotify_17645}","{2012-01-01T00:00|2010-01-01T00:00}","2012-01-01T00:00",,
"Artist","0.5","Artist-{spotify_8196|musicbrainz_4159}","{[Radiohead]|[Radiohead]}","[Radiohead]",,
"Genre","1.0","Genre-{dbpedia_7018}","{Country music}","Country music",,
"Genre","1.0","Genre-{dbpedia_6918}","{Southern rock,Country rock}","Southern rock,Country rock",,
"Writer","1.0","Writer-{dbpedia_526}","{Dr. Luke,Cirkut}","Dr. Luke,Cirkut",,
"Writer","1.0","Writer-{dbpedia_1202}","{Greg Fidelman}","Greg Fidelman",,
"Genre","1.0","Genre-{musicbrainz_17167}","{alternative rock}","alternative rock",,
"Duration","1.0","Duration-{spotify_10984}","{199640.0}","199640.0",,
"Artist","1.0","Artist-{spotify_8948|dbpedia_3872}","{[Michael Jackson]|[Michael Jackson]}","[Michael Jackson]",,
"Writer","0.5","Writer-{dbpedia_2337|dbpedia_1063}","{Rico Love|Rico Love}","Rico Love",,
"Writer","1.0","Writer-{dbpedia_2400}","{Fraser Thorneycroft-Smith,Fraser T Smith}","Fraser Thorneycroft-Smith,Fraser T Smith",,
"Artist","0.5","Artist-{dbpedia_3477|spotify_11849}","{[Lee Brice]|[Lee Brice]}","[Lee Brice]",,
"Genre","1.0","Genre-{musicbrainz_13469}","{alternative rock}","alternative rock",,
"Genre","1.0","Genre-{dbpedia_8215}","{Pop rock}","Pop rock",,
"Album","1.0","Album-{dbpedia_8306}","{Paramore}","Paramore",,
"Genre","1.0","Genre-{musicbrainz_28359}","{rock}","rock",,
"Duration","0.5","Duration-{musicbrainz_381|spotify_12831}","{190000.0|190787.0}","190393.5",,
"Artist","0.5","Artist-{dbpedia_10889|spotify_17724}","{[Against Me!]|[Against Me!]}","[Against Me!]",,
"Writer","1.0","Writer-{dbpedia_1469}","{Buddy Cannon,Kenny Chesney}","Buddy Cannon,Kenny Chesney",,
"Duration","1.0","Duration-{spotify_10985}","{250189.0}","250189.0",,
"Year","0.5","Year-{spotify_7615|musicbrainz_357}","{2010-01-01T00:00|2010-01-01T00:00}","2010-01-01T00:00",,
"Writer","1.0","Writer-{dbpedia_5160}","{Kevin Parker}","Kevin Parker",,
"Album","1.0","Album-{dbpedia_9504}","{Fear of God II: Let Us Pray}","Fear of God II: Let Us Pray",,
"Name","0.5","Name-{musicbrainz_12689|dbpedia_2016}","{I Wanna Be a Warhol|I Wanna Be a Warhol}","I Wanna Be a Warhol",,
"Year","1.0","Year-{spotify_10798|dbpedia_9085}","{2011-01-01T00:00|2011-01-01T00:00}","2011-01-01T00:00",,
"Artist","0.0","Artist-{dbpedia_9044|spotify_12011}","{[Somo]|[Somo, Chase Rice, Macy Maloy]}","[Somo, Chase Rice, Macy Maloy]",,
"Artist","1.0","Artist-{dbpedia_10501|musicbrainz_505}","{[Paramore]|[Paramore]}","[Paramore]",,
"Artist","0.5","Artist-{dbpedia_2821|spotify_11651}","{[Eminem]|[Eminem]}","[Eminem]",,
"Writer","1.0","Writer-{dbpedia_11103}","{Scott Hendricks}","Scott Hendricks",,
"Artist","0.6666666666666666","Artist-{musicbrainz_3536|spotify_14962|dbpedia_4464}","{[Lana Del Rey]|[Lana Del Rey]|[Lana Del Rey]}","[Lana Del Rey]",,
"Writer","1.0","Writer-{dbpedia_528}","{Byron Gallimore}","Byron Gallimore",,
"RecordLabel","1.0","RecordLabel-{dbpedia_3347}","{Interscope Records}","Interscope Records",,
"Genre","1.0","Genre-{dbpedia_4519}","{Hip hop,Contemporary R,B,Pop music}","Hip hop,Contemporary R,B,Pop music",,
"Duration","1.0","Duration-{spotify_14883|musicbrainz_9243}","{210738.0|210738.0}","210738.0",,
"Album","1.0","Album-{dbpedia_9763}","{Paperwork}","Paperwork",,
"Year","0.6666666666666666","Year-{spotify_17061|spotify_8884|dbpedia_2419}","{2015-01-01T00:00|2013-01-01T00:00|2013-01-01T00:00}","2013-01-01T00:00",,
"Genre","1.0","Genre-{musicbrainz_4517}","{pop}","pop",,
"Name","0.5","Name-{dbpedia_7652|spotify_7891}","{Killing You|Killing You}","Killing You",,
"Genre","1.0","Genre-{musicbrainz_17161}","{alternative rock}","alternative rock",,
"Name","1.0","Name-{musicbrainz_13845|spotify_15664}","{Itchin’ on a Photograph|Itchin' on a Photograph}","Itchin’ on a Photograph",,
"Genre","1.0","Genre-{musicbrainz_4516}","{pop}","pop",,
"Name","0.3333333333333333","Name-{spotify_6803|dbpedia_4622|spotify_14908}","{All Gold Everything - Remix|All Gold Everything|All Gold Everything}","All Gold Everything",,
"RecordLabel","1.0","RecordLabel-{dbpedia_683}","{679 Recordings}","679 Recordings",,
"Genre","1.0","Genre-{dbpedia_5719}","{Country music}","Country music",,
"Album","1.0","Album-{musicbrainz_13861}","{Spreading Rumours}","Spreading Rumours",,
"Album","1.0","Album-{musicbrainz_11466}","{Frei}","Frei",,
"Artist","1.0","Artist-{dbpedia_2930|spotify_9669}","{[Godsmack]|[Godsmack]}","[Godsmack]",,
"Year","0.6666666666666666","Year-{spotify_11745|dbpedia_6722|spotify_184}","{2011-01-01T00:00|2010-01-01T00:00|2011-01-01T00:00}","2011-01-01T00:00",,
"Producer","0.0","Producer-{dbpedia_4610|dbpedia_5257}","{The 1975|Kid Cudi,The Kids of Widney High,Too Short}","Kid Cudi,The Kids of Widney High,Too Short",,
"Artist","0.6666666666666666","Artist-{dbpedia_2868|spotify_6829|spotify_11021}","{[Ed Sheeran]|[Def Leppard, Ed Sheeran]|[Ed Sheeran]}","[Ed Sheeran, Def Leppard]",,
"Year","0.5","Year-{dbpedia_5328|spotify_5652}","{2012-01-01T00:00|2012-01-01T00:00}","2012-01-01T00:00",,
"Name","0.0","Name-{dbpedia_882|musicbrainz_2973}","{Man on Mars (song)|Man on Mars}","Man on Mars",,
"Genre","0.0","Genre-{musicbrainz_31277|dbpedia_2195}","{alternative rock|Folk rock,Alternative rock}","Folk rock,Alternative rock",,
"Year","0.5","Year-{musicbrainz_9810|dbpedia_5326}","{2012-01-01T00:00|2012-01-01T00:00}","2012-01-01T00:00",,
"Duration","1.0","Duration-{spotify_11089}","{194613.0}","194613.0",,
"Genre","1.0","Genre-{dbpedia_6917}","{Hip hop}","Hip hop",,
"Producer","1.0","Producer-{dbpedia_917}","{Symbolyc One,Robert Fripp,Symbolyc One (S1),Michael Giles,Ian McDonald,Dwele,Jeff Bhasker,Greg Lake,Kanye West}","Symbolyc One,Robert Fripp,Symbolyc One (S1),Michael Giles,Ian McDonald,Dwele,Jeff Bhasker,Greg Lake,Kanye West",,
"Artist","0.0","Artist-{dbpedia_2389|spotify_19944}","{[Snootie Wild]|[Yo Gotti, Snootie]}","[Yo Gotti, Snootie]",,
"Genre","1.0","Genre-{musicbrainz_5975}","{indie rock}","indie rock",,
"Year","0.5","Year-{spotify_14069|musicbrainz_12223}","{2015-01-01T00:00|2015-01-01T00:00}","2015-01-01T00:00",,
"Producer","1.0","Producer-{dbpedia_4851}","{Matthew Shultz,Matthew Ray Shultz}","Matthew Shultz,Matthew Ray Shultz",,
"Writer","1.0","Writer-{dbpedia_7}","{Kevin McCall}","Kevin McCall",,
"Genre","1.0","Genre-{dbpedia_9672}","{Psychedelic rock,Experimental rock}","Psychedelic rock,Experimental rock",,
"Year","1.0","Year-{dbpedia_9565|spotify_11192|spotify_18062}","{2016-01-01T00:00|2016-01-01T00:00|2016-01-01T00:00}","2016-01-01T00:00",,
"Writer","1.0","Writer-{dbpedia_2663}","{Frank Rogers}","Frank Rogers",,
"RecordLabel","1.0","RecordLabel-{dbpedia_680}","{Interscope Records}","Interscope Records",,
"Year","0.0","Year-{dbpedia_11546|spotify_14079}","{2016-01-01T00:00|2015-01-01T00:00}","2016-01-01T00:00",,
"Year","0.5","Year-{musicbrainz_7232|spotify_16976}","{2014-01-01T00:00|2014-01-01T00:00}","2014-01-01T00:00",,
"Artist","1.0","Artist-{dbpedia_5966|spotify_12200}","{[Frank Ocean]|[Frank Ocean]}","[Frank Ocean]",,
"Producer","1.0","Producer-{dbpedia_918}","{Joshua Cain,Joshua Cain (Mr. Jingle Jangles),Justin Pierre}","Joshua Cain,Joshua Cain (Mr. Jingle Jangles),Justin Pierre",,
"Writer","1.0","Writer-{dbpedia_1464}","{Stephen Kozmeniuk,Boi-1da,Stephen 'KOZ' Kozmeniuk,Terrace Martin}","Stephen Kozmeniuk,Boi-1da,Stephen 'KOZ' Kozmeniuk,Terrace Martin",,
"Name","0.0","Name-{musicbrainz_16121|musicbrainz_16120|dbpedia_2696}","{Between the Lines|Between the Lines (live)|Between the Lines (Stone Temple Pilots song)}","Between the Lines",,
"Artist","1.0","Artist-{dbpedia_5502|spotify_1296}","{[Breathe Carolina]|[Breathe Carolina]}","[Breathe Carolina]",,
"Duration","1.0","Duration-{spotify_10722}","{201667.0}","201667.0",,
"Duration","0.5","Duration-{spotify_14922|spotify_13187}","{220467.0|219227.0}","219847.0",,
"Duration","0.5","Duration-{musicbrainz_26168|spotify_14004}","{224855.0|224533.0}","224694.0",,
"Genre","1.0","Genre-{musicbrainz_17163}","{alternative rock}","alternative rock",,
"Genre","0.0","Genre-{dbpedia_2075|musicbrainz_6949}","{Electronica,Industrial rock|industrial rock}","Electronica,Industrial rock",,
"Album","1.0","Album-{dbpedia_10685}","{Let's Get It}","Let's Get It",,
"Artist","0.5","Artist-{spotify_12946|musicbrainz_12204}","{[Twenty One Pilots]|[Twenty One Pilots]}","[Twenty One Pilots]",,
"Name","1.0","Name-{spotify_13075|dbpedia_7534}","{Cecilia And The Satellite|Cecilia and the Satellite}","Cecilia And The Satellite",,
"Writer","1.0","Writer-{dbpedia_4}","{Brian Howes}","Brian Howes",,
"Name","0.3333333333333333","Name-{spotify_11843|dbpedia_2337|dbpedia_1063}","{Promise (feat. Usher)|Promise (Romeo Santos song)|Promise (Romeo Santos song)}","Promise (feat. Usher)",,
"Album","1.0","Album-{musicbrainz_11202}","{Sunshine State of Mind}","Sunshine State of Mind",,
"Duration","1.0","Duration-{spotify_11920}","{283400.0}","283400.0",,
"Year","0.6666666666666666","Year-{spotify_17028|musicbrainz_24561|dbpedia_5985}","{2015-01-01T00:00|2015-01-01T00:00|2015-01-01T00:00}","2015-01-01T00:00",,
"Genre","1.0","Genre-{dbpedia_8211}","{Hard rock}","Hard rock",,
"Artist","0.5","Artist-{spotify_1147|musicbrainz_26158}","{[The Pretty Reckless]|[The Pretty Reckless]}","[The Pretty Reckless]",,
"Writer","1.0","Writer-{dbpedia_1465}","{Hozier,Andrew Hozier-Byrne}","Hozier,Andrew Hozier-Byrne",,
"Duration","1.0","Duration-{spotify_11087}","{227427.0}","227427.0",,
"Producer","1.0","Producer-{dbpedia_2458}","{Tommy Lee James,Chase Bryant}","Tommy Lee James,Chase Bryant",,
"Genre","0.6666666666666666","Genre-{musicbrainz_20627|dbpedia_2084|musicbrainz_20656}","{indie rock|Indietronica,Post-punk revival,Art rock,Indie rock|indie rock}","Indietronica,Post-punk revival,Art rock,Indie rock",,
"Producer","1.0","Producer-{dbpedia_4853}","{808 Mafia,Future}","808 Mafia,Future",,
"Album","1.0","Album-{dbpedia_7105}","{Black Widow}","Black Widow",,
"Duration","0.5","Duration-{spotify_352|musicbrainz_14301}","{227747.0|231000.0}","229373.5",,
"Duration","1.0","Duration-{spotify_10989}","{212320.0}","212320.0",,
"Artist","0.6666666666666666","Artist-{spotify_17158|spotify_17219|dbpedia_10131}","{[Young M.a]|[Young M.a]|[Young M.a]}","[Young M.a]",,
"Writer","1.0","Writer-{dbpedia_7312}","{Angelo Petraglia}","Angelo Petraglia",,
"Producer","1.0","Producer-{dbpedia_3672}","{Josh Osborne,Miranda Lambert,Shane McAnally}","Josh Osborne,Miranda Lambert,Shane McAnally",,
"Name","1.0","Name-{spotify_12787|dbpedia_4655}","{HiiiPower|HiiiPoWeR}","HiiiPower",,
"Year","1.0","Year-{dbpedia_1114|spotify_17772}","{2012-01-01T00:00|2012-01-01T00:00}","2012-01-01T00:00",,
"Writer","1.0","Writer-{dbpedia_3618}","{Howe Gelb}","Howe Gelb",,
"Artist","1.0","Artist-{spotify_11079|musicbrainz_3682}","{[Hozier]|[Hozier]}","[Hozier]",,
"Writer","1.0","Writer-{dbpedia_6113}","{MNEK,Mike Spencer}","MNEK,Mike Spencer",,
"Producer","1.0","Producer-{dbpedia_2473}","{Kara DioGuardi,Jeff Cohen}","Kara DioGuardi,Jeff Cohen",,
"Producer","1.0","Producer-{dbpedia_10753}","{Iain Cook,Lauren Mayberry}","Iain Cook,Lauren Mayberry",,
"Name","0.0","Name-{musicbrainz_5986|dbpedia_4263}","{Recharger|Recharger (song)}","Recharger",,
"Name","0.0","Name-{spotify_13624|dbpedia_1508}","{I Can Change|I Can Change (LCD Soundsystem song)}","I Can Change",,
"Duration","1.0","Duration-{spotify_11938}","{225027.0}","225027.0",,
"Writer","1.0","Writer-{dbpedia_7577}","{Marshall Altman}","Marshall Altman",,
"Artist","1.0","Artist-{musicbrainz_20914|dbpedia_10367}","{[The Vaccines]|[The Vaccines]}","[The Vaccines]",,
"Album","0.5","Album-{dbpedia_6632|dbpedia_9748}","{Flockaveli|Flockaveli}","Flockaveli",,
"Genre","0.5","Genre-{dbpedia_7325|musicbrainz_26061}","{Pop punk|pop punk}","Pop punk",,
"Artist","0.5","Artist-{spotify_4702|musicbrainz_26717}","{[Paramore]|[Paramore]}","[Paramore]",,
"RecordLabel","1.0","RecordLabel-{dbpedia_3356}","{Eleven Seven Music}","Eleven Seven Music",,
"Producer","1.0","Producer-{dbpedia_2472}","{Billy Corgan}","Billy Corgan",,
"Writer","1.0","Writer-{dbpedia_2419}","{Zaytoven}","Zaytoven",,
"RecordLabel","1.0","RecordLabel-{dbpedia_429}","{RCA Records,Inertia}","RCA Records,Inertia",,
"Writer","1.0","Writer-{dbpedia_7310}","{Galantis}","Galantis",,
"Duration","1.0","Duration-{spotify_11937}","{212640.0}","212640.0",,
"Year","0.5","Year-{musicbrainz_16798|spotify_8116}","{2015-01-01T00:00|2015-01-01T00:00}","2015-01-01T00:00",,
"Duration","1.0","Duration-{musicbrainz_13439|spotify_1254|musicbrainz_13468}","{232000.0|232341.0|224000.0}","229447.0",,
"Artist","1.0","Artist-{dbpedia_7370|spotify_3971}","{[Drake White]|[Drake White]}","[Drake White]",,
"Name","0.3333333333333333","Name-{spotify_1621|dbpedia_839|dbpedia_9337}","{Body Language (feat. Usher , Tinashe)|Body Language (Kid Ink song)|Body Language (Kid Ink song)}","Body Language (Kid Ink song)",,
"Year","0.0","Year-{spotify_12424|dbpedia_5462}","{2018-01-01T00:00|2016-01-01T00:00}","2018-01-01T00:00",,
"Writer","1.0","Writer-{dbpedia_541}","{Benjamin Jackson Burnley IV,Benjamin Burnley}","Benjamin Jackson Burnley IV,Benjamin Burnley",,
"Producer","1.0","Producer-{dbpedia_4872}","{Boz Boorer,Morrissey}","Boz Boorer,Morrissey",,
"Year","0.5","Year-{spotify_8695|musicbrainz_13780}","{2011-01-01T00:00|2011-01-01T00:00}","2011-01-01T00:00",,
"Artist","0.5","Artist-{dbpedia_7314|spotify_10950}","{[Randy Houser]|[Randy Houser]}","[Randy Houser]",,
"Name","0.5","Name-{spotify_11695|musicbrainz_20699}","{Dance Yrself Clean|Dance Yrself Clean}","Dance Yrself Clean",,
"Duration","0.0","Duration-{spotify_10878|spotify_11894}","{310720.0|278800.0}","294760.0",,
"Year","1.0","Year-{dbpedia_3569|spotify_16623}","{2010-01-01T00:00|2010-01-01T00:00}","2010-01-01T00:00",,
"Album","1.0","Album-{musicbrainz_31970}","{Alvvays}","Alvvays",,
"Year","1.0","Year-{dbpedia_7114|spotify_19092}","{2016-01-01T00:00|2016-01-01T00:00}","2016-01-01T00:00",,
"Year","0.5","Year-{dbpedia_7137|musicbrainz_12045}","{2012-01-01T00:00|2012-01-01T00:00}","2012-01-01T00:00",,
"Duration","1.0","Duration-{spotify_1738}","{182947.0}","182947.0",,
"Year","1.0","Year-{spotify_11734|dbpedia_5774}","{2011-01-01T00:00|2011-01-01T00:00}","2011-01-01T00:00",,
"Duration","1.0","Duration-{spotify_17198}","{222040.0}","222040.0",,
"Duration","1.0","Duration-{spotify_11936}","{268667.0}","268667.0",,
"Genre","0.0","Genre-{dbpedia_5837|musicbrainz_9813}","{Alternative rock,Indietronica,Indie rock|united kingdom}","Alternative rock,Indietronica,Indie rock",,
"Year","0.5","Year-{dbpedia_1167|spotify_14178}","{2016-01-01T00:00|2016-01-01T00:00}","2016-01-01T00:00",,
"Producer","1.0","Producer-{dbpedia_2470}","{Banks}","Banks",,
"Name","0.5","Name-{spotify_3546|musicbrainz_27232}","{Reminder|Reminder}","Reminder",,
"Year","0.0","Year-{dbpedia_7310|spotify_11167}","{2014-01-01T00:00|2015-01-01T00:00}","2014-01-01T00:00",,
"Duration","1.0","Duration-{spotify_16833}","{202199.0}","202199.0",,
"Album","1.0","Album-{dbpedia_10678}","{Love and Theft}","Love and Theft",,
"Year","0.0","Year-{dbpedia_2308|spotify_15781}","{2011-01-01T00:00|2012-01-01T00:00}","2011-01-01T00:00",,
"Album","1.0","Album-{musicbrainz_31971}","{Alvvays}","Alvvays",,
"RecordLabel","1.0","RecordLabel-{dbpedia_427}","{Roc Nation Records,Roc Nation}","Roc Nation Records,Roc Nation",,
"Year","0.5","Year-{musicbrainz_14292|spotify_19982}","{2015-01-01T00:00|2015-01-01T00:00}","2015-01-01T00:00",,
"Writer","1.0","Writer-{dbpedia_7574}","{Todd Terje}","Todd Terje",,
"Name","0.3333333333333333","Name-{dbpedia_661|spotify_18858|dbpedia_658}","{Move That Dope|Move That Dope (feat. Pharrell, Pusha T , Casino)|Move That Dope}","Move That Dope",,
"Duration","1.0","Duration-{spotify_15895}","{262133.0}","262133.0",,
"Duration","1.0","Duration-{spotify_7834}","{224107.0}","224107.0",,
"Artist","0.6666666666666666","Artist-{spotify_15698|musicbrainz_28523|musicbrainz_28548}","{[The Decemberists]|[The Decemberists]|[The Decemberists]}","[The Decemberists]",,
"Duration","1.0","Duration-{spotify_1735}","{257267.0}","257267.0",,
"Writer","1.0","Writer-{dbpedia_543}","{Scott Hendricks}","Scott Hendricks",,
"Name","0.0","Name-{dbpedia_10690|spotify_4809}","{Hold Tight (Justin Bieber song)|Hold Tight}","Hold Tight",,
"Writer","1.0","Writer-{dbpedia_544}","{Ed Sheeran}","Ed Sheeran",,
"Year","0.0","Year-{dbpedia_2556|spotify_5815}","{2014-01-01T00:00|2013-01-01T00:00}","2014-01-01T00:00",,
"Name","0.0","Name-{spotify_10746|dbpedia_5803}","{Barefoot Blue Jean Night|Barefoot Blue Jean Night (song)}","Barefoot Blue Jean Night",,
"Producer","1.0","Producer-{dbpedia_10757}","{Hillary Scott}","Hillary Scott",,
"Writer","1.0","Writer-{dbpedia_1216}","{Knife Party,Swedish House Mafia}","Knife Party,Swedish House Mafia",,
"Writer","1.0","Writer-{dbpedia_2416}","{Ryan Lewis}","Ryan Lewis",,
"Producer","1.0","Producer-{dbpedia_2211}","{Danielle Haim,Haim}","Danielle Haim,Haim",,
"Duration","1.0","Duration-{spotify_14697}","{206080.0}","206080.0",,
"Album","1.0","Album-{dbpedia_9759}","{We Are Tonight}","We Are Tonight",,
"Year","0.6666666666666666","Year-{spotify_17049|dbpedia_3326|dbpedia_17}","{2015-01-01T00:00|2015-01-01T00:00|2015-01-01T00:00}","2015-01-01T00:00",,
"Duration","0.5","Duration-{musicbrainz_7895|spotify_9848}","{320000.0|320293.0}","320146.5",,
"Writer","1.0","Writer-{dbpedia_4813}","{Nick Raskulinecz}","Nick Raskulinecz",,
"Name","0.0","Name-{dbpedia_5739|musicbrainz_17442|spotify_16820}","{Tightrope (Walk the Moon song)|Tightrope (J. Views Remix)|Tightrope}","Tightrope",,
"Artist","0.5","Artist-{dbpedia_502|spotify_14897}","{[Justin Timberlake]|[Justin Timberlake]}","[Justin Timberlake]",,
"Name","0.25","Name-{dbpedia_4826|musicbrainz_28286|musicbrainz_28280|spotify_3368}","{Bloodbuzz Ohio|Bloodbuzz Ohio (live on KCMP)|Bloodbuzz Ohio|Bloodbuzz Ohio}","Bloodbuzz Ohio",,
"Producer","0.0","Producer-{dbpedia_3206|dbpedia_3663}","{Oliver Sykes|Ryan Ogren}","Oliver Sykes",,
"Duration","1.0","Duration-{musicbrainz_8365}","{263000.0}","263000.0",,
"Genre","1.0","Genre-{musicbrainz_21334|dbpedia_10406}","{alternative rock|Alternative rock}","alternative rock",,
"Writer","1.0","Writer-{dbpedia_542}","{Jeff Bhasker,Kuk Harrell}","Jeff Bhasker,Kuk Harrell",,
"Name","0.5","Name-{musicbrainz_25806|spotify_4511}","{La La|La La}","La La",,
"Producer","1.0","Producer-{dbpedia_2210}","{Mark Hoppus,Travis Barker,Tom DeLonge}","Mark Hoppus,Travis Barker,Tom DeLonge",,
"Duration","1.0","Duration-{spotify_19590}","{361941.0}","361941.0",,
"Writer","1.0","Writer-{dbpedia_6376}","{Cardo}","Cardo",,
